ImageNumber,ObjectNumber,FileName_Spindle,PathName_Spindle,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,AreaShape_Orientation,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
2,2,AurA_June7_A_5_frontface_z160c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,366,824.1366120218579,1974.7185792349726,83.00588583878752,6.048825984857157,87.80938316769031,824.1366120218579,1974.7185792349726,0,2
2,3,AurA_June7_A_5_frontface_z160c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,395,791.9189873417722,2065.154430379747,82.2619970559733,6.794732586042968,22.792982552974937,791.9189873417722,2065.154430379747,0,3
2,4,AurA_June7_A_5_frontface_z160c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,364,626.467032967033,2165.5824175824177,71.35869854406207,7.155046173982552,37.73905891073913,626.467032967033,2165.5824175824177,0,4
2,5,AurA_June7_A_5_frontface_z160c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,380,935.5526315789474,2178.278947368421,86.84782094411456,6.104213841429316,1.5769230268948795,935.5526315789474,2178.278947368421,0,5
2,6,AurA_June7_A_5_frontface_z160c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,481,518.2037422037422,2280.985446985447,105.42403433772948,6.7592560039004175,-7.793441278149052,518.2037422037422,2280.985446985447,0,6
2,7,AurA_June7_A_5_frontface_z160c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,397,602.7808564231738,2384.571788413098,85.61544685073818,7.637626443384874,-80.0435173092818,602.7808564231738,2384.571788413098,0,7
3,1,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,514,797.3871595330739,1731.7237354085603,107.59063368836807,6.919065151049058,53.703774078846955,797.3871595330739,1731.7237354085603,0,1
3,2,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,432,690.8356481481482,1820.1157407407406,84.93710773174045,6.989708561674252,44.4718000373363,690.8356481481482,1820.1157407407406,0,2
3,3,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,341,1195.225806451613,1849.5718475073313,71.90176997709851,7.230969343487356,49.5127840645824,1195.225806451613,1849.5718475073313,0,3
3,4,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,410,875.1902439024391,1856.0658536585365,82.88998069347947,7.426892152673967,-49.3799234975554,875.1902439024391,1856.0658536585365,0,4
3,5,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,381,913.005249343832,1987.5774278215224,81.00447537104351,6.544427135103239,75.13150254068053,913.005249343832,1987.5774278215224,0,5
3,6,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,323,1084.3746130030959,2161.0588235294117,67.718584001118,6.55562738870803,74.61340348952815,1084.3746130030959,2161.0588235294117,0,6
3,7,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,383,405.6083550913838,2210.9477806788514,77.82564795340001,7.472994974449963,15.411167700966878,405.6083550913838,2210.9477806788514,0,7
3,8,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,447,246.93064876957496,2246.4586129753916,90.924902012717,6.871357393931592,-12.470197201187304,246.93064876957496,2246.4586129753916,0,8
3,9,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,427,971.4871194379391,2253.056206088993,86.68477658177885,7.008246013165784,24.26939159359502,971.4871194379391,2253.056206088993,0,9
3,10,AurA_June7_A_5_frontface_z165c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,304,1195.0822368421052,2229.404605263158,64.57710337908136,6.674122436932963,77.30298846979362,1195.0822368421052,2229.404605263158,0,10
4,1,AurA_June7_A_5_frontface_z170c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,362,1008.1077348066299,1598.8950276243095,75.33182761223449,7.031274113702872,18.94560947547618,1008.1077348066299,1598.8950276243095,0,1
4,2,AurA_June7_A_5_frontface_z170c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,307,1110.0684039087948,1685.0781758957655,63.852515473310376,7.507622822368042,-20.877676004083593,1110.0684039087948,1685.0781758957655,0,2
4,3,AurA_June7_A_5_frontface_z170c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,300,1164.5466666666666,1715.6,61.99939082065701,6.884816150267739,-26.86832131845186,1164.5466666666666,1715.6,0,3
4,4,AurA_June7_A_5_frontface_z170c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,291,1277.615120274914,1790.1683848797252,58.64223898006327,7.424033078730759,50.25135491729177,1277.615120274914,1790.1683848797252,0,4
4,5,AurA_June7_A_5_frontface_z170c2.jpeg,Z:\Users\Andreas\AurA_MdP_Vectors\AurA_June7_A_5,291,1021.2164948453608,1804.8213058419244,62.02591793934099,6.5355704644194486,10.239454467754957,1021.2164948453608,1804.8213058419244,0,5
